StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",33,"engine temperature","gps on","wiper on gte 1","h0v0",9,"hard","H","H","E","WHERE",20.9,18.52,20.12,1,323,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID743\"}","{\"ImportId\":\"QID735_PAGE_SUBMIT\"}","{\"ImportId\":\"QID736_1\"}",null,"{\"ImportId\":\"QID737_1\"}",null,"{\"ImportId\":\"QID738_1\"}",null,"{\"ImportId\":\"QID739\"}",0,"{\"ImportId\":\"QID740\"}","{\"ImportId\":\"QID741\"}","{\"ImportId\":\"QID742\"}",430
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",1,"electricity consumption","gps on","wiper on gte 1","h0v0",8,"hard","E","E","E","WHERE",17.35,15.53,18.54,-1,324,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID752\"}","{\"ImportId\":\"QID744_PAGE_SUBMIT\"}","{\"ImportId\":\"QID745_1\"}",null,"{\"ImportId\":\"QID746_1\"}",null,"{\"ImportId\":\"QID747_1\"}",null,"{\"ImportId\":\"QID748\"}",1,"{\"ImportId\":\"QID749\"}","{\"ImportId\":\"QID750\"}","{\"ImportId\":\"QID751\"}",431
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",32,"suspension force","radio on","wiper on gte 1","h0v0",3,"easy","E","M","M","WHERE",41.24,27.25,13.69,1,379,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1247\"}","{\"ImportId\":\"QID1239_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1240_1\"}",null,"{\"ImportId\":\"QID1241_1\"}",null,"{\"ImportId\":\"QID1242_1\"}",null,"{\"ImportId\":\"QID1243\"}",0,"{\"ImportId\":\"QID1244\"}","{\"ImportId\":\"QID1245\"}","{\"ImportId\":\"QID1246\"}",432
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",54,"suspension force","radio on","wiper on gte 1","h0v0",3,"easy","E","H","M","WHERE",16.94,26.37,25.32,1,380,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1256\"}","{\"ImportId\":\"QID1248_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1249_1\"}",null,"{\"ImportId\":\"QID1250_1\"}",null,"{\"ImportId\":\"QID1251_1\"}",null,"{\"ImportId\":\"QID1252\"}",0,"{\"ImportId\":\"QID1253\"}","{\"ImportId\":\"QID1254\"}","{\"ImportId\":\"QID1255\"}",433
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",61,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","M","E","M","WHERE",19.25,35.19,33.75,1,381,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1265\"}","{\"ImportId\":\"QID1257_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1258_1\"}",null,"{\"ImportId\":\"QID1259_1\"}",null,"{\"ImportId\":\"QID1260_1\"}",null,"{\"ImportId\":\"QID1261\"}",0,"{\"ImportId\":\"QID1262\"}","{\"ImportId\":\"QID1263\"}","{\"ImportId\":\"QID1264\"}",434
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",59,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","M","M","WHERE",66.99,38.08,6.99,1,382,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1274\"}","{\"ImportId\":\"QID1266_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1267_1\"}",null,"{\"ImportId\":\"QID1268_1\"}",null,"{\"ImportId\":\"QID1269_1\"}",null,"{\"ImportId\":\"QID1270\"}",0,"{\"ImportId\":\"QID1271\"}","{\"ImportId\":\"QID1272\"}","{\"ImportId\":\"QID1273\"}",435
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",22,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","H","M","WHERE",38.56,34.01,31.34,-1,383,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1283\"}","{\"ImportId\":\"QID1275_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1276_1\"}",null,"{\"ImportId\":\"QID1277_1\"}",null,"{\"ImportId\":\"QID1278_1\"}",null,"{\"ImportId\":\"QID1279\"}",1,"{\"ImportId\":\"QID1280\"}","{\"ImportId\":\"QID1281\"}","{\"ImportId\":\"QID1282\"}",436
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",41,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","H","E","M","WHERE",32.06,27.83,23.21,-1,384,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1292\"}","{\"ImportId\":\"QID1284_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1285_1\"}",null,"{\"ImportId\":\"QID1286_1\"}",null,"{\"ImportId\":\"QID1287_1\"}",null,"{\"ImportId\":\"QID1288\"}",1,"{\"ImportId\":\"QID1289\"}","{\"ImportId\":\"QID1290\"}","{\"ImportId\":\"QID1291\"}",437
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",3,"suspension force","radio on","wiper on gte 1","h0v0",3,"easy","H","M","M","WHERE",37.15,38.25,32.09,1,385,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1301\"}","{\"ImportId\":\"QID1293_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1294_1\"}",null,"{\"ImportId\":\"QID1295_1\"}",null,"{\"ImportId\":\"QID1296_1\"}",null,"{\"ImportId\":\"QID1297\"}",0,"{\"ImportId\":\"QID1298\"}","{\"ImportId\":\"QID1299\"}","{\"ImportId\":\"QID1300\"}",438
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",2,"suspension force","wiper on","gps on gte 1","h0v0",3,"easy","H","H","M","WHERE",25.24,52.22,31.25,1,386,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1310\"}","{\"ImportId\":\"QID1302_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1303_1\"}",null,"{\"ImportId\":\"QID1304_1\"}",null,"{\"ImportId\":\"QID1305_1\"}",null,"{\"ImportId\":\"QID1306\"}",0,"{\"ImportId\":\"QID1307\"}","{\"ImportId\":\"QID1308\"}","{\"ImportId\":\"QID1309\"}",439
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",63,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","E","E","M","WHERE",36.12,21.15,8.1,-1,387,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1319\"}","{\"ImportId\":\"QID1311_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1312_1\"}",null,"{\"ImportId\":\"QID1313_1\"}",null,"{\"ImportId\":\"QID1314_1\"}",null,"{\"ImportId\":\"QID1315\"}",1,"{\"ImportId\":\"QID1316\"}","{\"ImportId\":\"QID1317\"}","{\"ImportId\":\"QID1318\"}",440
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",32,"suspension force","radio on","wiper on gte 1","h0v0",6,"medium","E","M","M","WHERE",28.99,27.25,25.59,-1,388,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1328\"}","{\"ImportId\":\"QID1320_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1321_1\"}",null,"{\"ImportId\":\"QID1322_1\"}",null,"{\"ImportId\":\"QID1323_1\"}",null,"{\"ImportId\":\"QID1324\"}",1,"{\"ImportId\":\"QID1325\"}","{\"ImportId\":\"QID1326\"}","{\"ImportId\":\"QID1327\"}",441
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",54,"suspension force","radio on","wiper on gte 1","h0v0",6,"medium","E","H","M","WHERE",21.19,26.37,30.51,-1,389,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1337\"}","{\"ImportId\":\"QID1329_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1330_1\"}",null,"{\"ImportId\":\"QID1331_1\"}",null,"{\"ImportId\":\"QID1332_1\"}",null,"{\"ImportId\":\"QID1333\"}",1,"{\"ImportId\":\"QID1334\"}","{\"ImportId\":\"QID1335\"}","{\"ImportId\":\"QID1336\"}",442
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",61,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","M","E","M","WHERE",32.22,35.19,34.39,1,390,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1346\"}","{\"ImportId\":\"QID1338_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1339_1\"}",null,"{\"ImportId\":\"QID1340_1\"}",null,"{\"ImportId\":\"QID1341_1\"}",null,"{\"ImportId\":\"QID1342\"}",0,"{\"ImportId\":\"QID1343\"}","{\"ImportId\":\"QID1344\"}","{\"ImportId\":\"QID1345\"}",443
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",59,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","M","M","WHERE",28.87,38.08,15.74,1,391,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1355\"}","{\"ImportId\":\"QID1347_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1348_1\"}",null,"{\"ImportId\":\"QID1349_1\"}",null,"{\"ImportId\":\"QID1350_1\"}",null,"{\"ImportId\":\"QID1351\"}",0,"{\"ImportId\":\"QID1352\"}","{\"ImportId\":\"QID1353\"}","{\"ImportId\":\"QID1354\"}",444
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",22,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","H","M","WHERE",31.1,34.01,42.03,-1,392,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1364\"}","{\"ImportId\":\"QID1356_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1357_1\"}",null,"{\"ImportId\":\"QID1358_1\"}",null,"{\"ImportId\":\"QID1359_1\"}",null,"{\"ImportId\":\"QID1360\"}",1,"{\"ImportId\":\"QID1361\"}","{\"ImportId\":\"QID1362\"}","{\"ImportId\":\"QID1363\"}",445
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",41,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","H","E","M","WHERE",28.16,27.83,26.48,-1,393,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1373\"}","{\"ImportId\":\"QID1365_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1366_1\"}",null,"{\"ImportId\":\"QID1367_1\"}",null,"{\"ImportId\":\"QID1368_1\"}",null,"{\"ImportId\":\"QID1369\"}",1,"{\"ImportId\":\"QID1370\"}","{\"ImportId\":\"QID1371\"}","{\"ImportId\":\"QID1372\"}",446
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",3,"suspension force","radio on","wiper on gte 1","h0v0",6,"medium","H","M","M","WHERE",51.94,38.25,50.61,1,394,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1382\"}","{\"ImportId\":\"QID1374_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1375_1\"}",null,"{\"ImportId\":\"QID1376_1\"}",null,"{\"ImportId\":\"QID1377_1\"}",null,"{\"ImportId\":\"QID1378\"}",0,"{\"ImportId\":\"QID1379\"}","{\"ImportId\":\"QID1380\"}","{\"ImportId\":\"QID1381\"}",447
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",2,"suspension force","wiper on","gps on gte 1","h0v0",6,"medium","H","H","M","WHERE",41.46,52.22,46.73,-1,395,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1391\"}","{\"ImportId\":\"QID1383_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1384_1\"}",null,"{\"ImportId\":\"QID1385_1\"}",null,"{\"ImportId\":\"QID1386_1\"}",null,"{\"ImportId\":\"QID1387\"}",1,"{\"ImportId\":\"QID1388\"}","{\"ImportId\":\"QID1389\"}","{\"ImportId\":\"QID1390\"}",448
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",63,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","E","E","M","WHERE",21.62,21.15,15.01,1,396,"M","WHERE_M_M","M_M","{\"ImportId\":\"QID1400\"}","{\"ImportId\":\"QID1392_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1393_1\"}",null,"{\"ImportId\":\"QID1394_1\"}",null,"{\"ImportId\":\"QID1395_1\"}",null,"{\"ImportId\":\"QID1396\"}",0,"{\"ImportId\":\"QID1397\"}","{\"ImportId\":\"QID1398\"}","{\"ImportId\":\"QID1399\"}",449
